id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,74.39494132995605,74.39494132995605,27.729208348318934,0.0,44.88492012023926,0.4050731658935547,179306496,6.466340248435919,393216,393216,unsorted
2,89.95199203491211,89.95199203491211,13.931916793808341,0.0,44.596076011657715,0.025033950805664062,179306496,12.870195727818865,393216,393216,unsorted
3,60.99295616149902,60.99295616149902,14.880125178024173,0.0,44.415950775146484,0.033020973205566406,179306496,12.050066370732566,393216,393216,unsorted
4,11.222004890441895,11.222004890441895,10.715666692703962,0.0,0.0,0.02002716064453125,179306496,16.733116206580544,393216,393216,unsorted
5,11.268973350524902,11.268973350524902,10.510999942198396,0.0,0.0010728836059570312,0.01895427703857422,179306496,17.058937968417275,393216,393216,unsorted
6,8.563995361328125,8.563995361328125,7.967000128701329,0.0,0.0,0.012993812561035156,179306496,22.5061495046352,393216,393216,unsorted
7,8.97204875946045,8.97204875946045,8.549999911338091,0.0,0.0,0.012040138244628906,179306496,20.971520217470765,393216,393216,unsorted
8,10.34700870513916,10.34700870513916,9.507750160992146,0.0,0.0,0.04100799560546875,179306496,18.85898272081743,393216,393216,unsorted
9,11.150002479553223,11.150002479553223,10.37387503311038,0.0,0.00095367431640625,0.013113021850585938,179306496,17.284427991247824,393216,393216,unsorted
10,12.1690034866333,12.1690034866333,11.046875035390258,0.0,0.0,0.014066696166992188,179306496,16.231422499626888,393216,393216,unsorted
11,13.61703872680664,13.61703872680664,13.05183325894177,0.0,0.0,0.015020370483398438,179306496,13.738031465974919,393216,393216,unsorted
12,14.431953430175781,14.431953430175781,13.975000008940697,0.0,0.0,0.013947486877441406,179306496,12.830518489108137,393216,393216,unsorted
