id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,9.092926979064941,9.092926979064941,7.09325005300343,0.13709068298339844,0.12290477752685547,0.3319978713989258,375901440,52.994246246942254,100000,393216,gpu
2,4.952907562255859,4.952907562255859,4.457875154912472,0.012993812561035156,0.102996826171875,0.01800060272216797,375901440,84.32300747268923,100000,393216,gpu
3,3.756999969482422,3.756999969482422,2.9402917716652155,0.008940696716308594,0.10001659393310547,0.012993812561035156,375901440,127.84494505696985,100000,393216,gpu
4,3.036975860595703,3.036975860595703,2.6442084927111864,0.0059604644775390625,0.10204315185546875,0.010967254638671875,375901440,142.1602876763235,100000,393216,gpu
5,4.922032356262207,4.922032356262207,4.086750093847513,0.004887580871582031,0.10311603546142578,0.008940696716308594,375901440,91.98053009551745,100000,393216,gpu
6,2.8020143508911133,2.8020143508911133,2.4267917033284903,0.0040531158447265625,0.10097026824951172,0.006079673767089844,375901440,154.8964583505163,100000,393216,gpu
7,3.201007843017578,3.201007843017578,2.8033750131726265,0.0040531158447265625,0.10097026824951172,0.007033348083496094,375901440,134.08888865517355,100000,393216,gpu
8,3.1909942626953125,3.1909942626953125,2.8070833068341017,0.0040531158447265625,0.09691715240478516,0.006079673767089844,375901440,133.91175070751675,100000,393216,gpu
9,3.5489797592163086,3.5489797592163086,3.0944168101996183,0.006079673767089844,0.12302398681640625,0.013947486877441406,375901440,121.47731319225574,100000,393216,gpu
10,3.5539865493774414,3.5539865493774414,3.163583343848586,0.0030994415283203125,0.09691715240478516,0.006079673767089844,375901440,118.82141203294665,100000,393216,gpu
