id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,1854.4650077819824,1854.4650077819824,7.670791586861014,0.0,1844.7810411453247,0.5229711532592773,45600000,5.944627680682444,100000,393216,cpu
2,1539.5970344543457,1539.5970344543457,2.914999844506383,0.0,1534.2010259628296,0.09202957153320312,45600000,15.643225534278463,100000,393216,cpu
3,1543.2859659194946,1543.2859659194946,3.759999992325902,0.0,1537.6439094543457,0.0820159912109375,45600000,12.127659599220438,100000,393216,cpu
4,1585.777997970581,1585.777997970581,5.045499885454774,0.0,1578.544020652771,0.08499622344970703,45600000,9.037756621788104,100000,393216,cpu
5,2259.031057357788,2259.031057357788,4.580625100061297,0.0,2252.501964569092,0.07605552673339844,45600000,9.954973175907757,100000,393216,cpu
6,2123.7200498580933,2123.7200498580933,5.101875169202685,0.0,2116.147994995117,0.06496906280517578,45600000,8.937890185017269,100000,393216,cpu
7,1925.9690046310425,1925.9690046310425,6.197249982506037,0.0,1917.605996131897,0.06496906280517578,45600000,7.358102404892875,100000,393216,cpu
8,1921.900987625122,1921.900987625122,4.0571249555796385,0.0,1915.1350259780884,0.0940561294555664,45600000,11.23948621234545,100000,393216,cpu
9,2027.0769596099854,2027.0769596099854,5.874499911442399,0.0,2019.4059610366821,0.08308887481689453,45600000,7.762362871293937,100000,393216,cpu
10,2367.2150373458862,2367.2150373458862,5.7929998729377985,0.0,2359.598994255066,0.07605552673339844,45600000,7.871569307816145,100000,393216,cpu
