id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,72.49593734741211,72.49593734741211,23.754791589453816,0.0,47.16801643371582,0.43404102325439453,179306496,7.548224337173514,393216,393216,unsorted
2,73.12798500061035,73.12798500061035,13.844041619449854,0.0,46.3329553604126,0.04208087921142578,179306496,12.951889406926345,393216,393216,unsorted
3,60.7680082321167,60.7680082321167,15.341749880462885,0.0,44.59702968597412,0.030040740966796875,179306496,11.687486590323036,393216,393216,unsorted
4,11.507987976074219,11.507987976074219,11.028416454792023,0.0,0.0,0.019073486328125,179306496,16.258589502402085,393216,393216,unsorted
5,11.909008026123047,11.90793514251709,11.453958228230476,0.0,0.0,0.02205371856689453,179306496,15.654544256854784,393216,393216,unsorted
6,8.331060409545898,8.331060409545898,7.793916622176766,0.0,0.00095367431640625,0.01895427703857422,179306496,23.00595511758521,393216,393216,unsorted
7,10.514020919799805,10.514020919799805,9.760374901816249,0.0,0.0,0.02002716064453125,179306496,18.370861550270362,393216,393216,unsorted
8,10.31792163848877,10.31792163848877,9.864333318546414,0.0,0.0,0.012993812561035156,179306496,18.17725437793927,393216,393216,unsorted
9,11.489033699035645,11.489033699035645,10.91937511228025,0.0,0.0,0.015020370483398438,179306496,16.420948466029586,393216,393216,unsorted
10,11.58297061920166,11.58297061920166,11.056124931201339,0.0,0.00095367431640625,0.013947486877441406,179306496,16.217842789925573,393216,393216,unsorted
11,13.963937759399414,13.963937759399414,13.46437493339181,0.0,0.0,0.011086463928222656,179306496,13.31710509303464,393216,393216,unsorted
12,14.825940132141113,14.825940132141113,14.359041815623641,0.0,0.0,0.014901161193847656,179306496,12.487358021682338,393216,393216,unsorted
