id,total_ms,cpu_encode_ms,gpu_ms,depth_key_ms,sort_ms,draw_ms,estimated_memory_bytes,estimated_bandwidth_gbps,visible_splats,total_splats,sort_mode
1,1835.3900909423828,1835.3900909423828,7.572875125333667,0.0,1825.693964958191,0.5420446395874023,45600000,6.021491077735265,100000,393216,cpu
2,1532.4820280075073,1532.4820280075073,5.368250189349055,0.0,1523.959994316101,0.0940561294555664,45600000,8.494388001973764,100000,393216,cpu
3,1525.987982749939,1525.987982749939,5.060125142335892,0.0,1517.26496219635,0.09393692016601562,45600000,9.011634834578379,100000,393216,cpu
4,1566.849946975708,1566.849946975708,6.3172499649226665,0.0,1556.8169355392456,0.0749826431274414,45600000,7.218330801092216,100000,393216,cpu
5,2225.63099861145,2225.63099861145,5.981416674330831,0.0,2215.9029245376587,0.06794929504394531,45600000,7.623612010795334,100000,393216,cpu
6,2111.724019050598,2111.724019050598,4.1542083490639925,0.0,2104.4169664382935,0.14007091522216797,45600000,10.976820652308973,100000,393216,cpu
7,1907.2589874267578,1907.2589874267578,3.7763749714940786,0.0,1898.9179134368896,0.07200241088867188,45600000,12.075072084793236,100000,393216,cpu
8,1869.629979133606,1869.629979133606,4.157375078648329,0.0,1863.083004951477,0.06496906280517578,45600000,10.968459457554104,100000,393216,cpu
9,1994.5050477981567,1994.5050477981567,6.337624974548817,0.0,1985.8770370483398,0.0680685043334961,45600000,7.195124385416372,100000,393216,cpu
10,2320.0470209121704,2320.0470209121704,6.619875086471438,0.0,2311.025023460388,0.07390975952148438,45600000,6.888347499666486,100000,393216,cpu
